title,total_score,reviews_count,street,city,state,country_code,website,phone,categories,url,category_name
Gimnasio Dara's 4,5,26,"AIR, 25 de Mayo 661",Rafaela,Santa Fe Province,AR,,+54 9 3492 67-6993,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Dara's%204&query_place_id=ChIJ4aQwbj-uypURCciATg-yaMk,Gym
La Cortada,4.2,174,Cdad. de Esperanza 568,Rafaela,Santa Fe Province,AR,,+54 3492 43-7227,Soccer field,https://www.google.com/maps/search/?api=1&query=La%20Cortada&query_place_id=ChIJN03VlkauypURbUO-Et1Rapo,Soccer field
GUEPARD ENTRENAMIENTO,5,10,Francia 262,Rafaela,Santa Fe Province,AR,,+54 3492 60-2377,Gym,https://www.google.com/maps/search/?api=1&query=GUEPARD%20ENTRENAMIENTO&query_place_id=ChIJG_J8UACvypUR1S1x97aGQxM,Gym
Almendra Sport,4.7,36,Alvear 696,Rafaela,Santa Fe Province,AR,http://www.instagram.com/almendrasport,+54 3492 24-6548,Sportswear store,https://www.google.com/maps/search/?api=1&query=Almendra%20Sport&query_place_id=ChIJG_QleziuypURfW7o7HlZ-AU,Sportswear store
Palestra,4.7,30,"HRG, Colón 142",Rafaela,Santa Fe Province,AR,,+54 3492 62-6430,Gym,https://www.google.com/maps/search/?api=1&query=Palestra&query_place_id=ChIJpTX1fzeuypURCsb3mIGAGR4,Gym
Gimnasio masterfit,4.9,29,Gdor. Crespo 445,Rafaela,Santa Fe Province,AR,,+54 3492 31-1265,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20masterfit&query_place_id=ChIJNdzPFcWvypURt2F-bfI4_zc,Gym
JL GYM,,,A. Díaz 245,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=JL%20GYM&query_place_id=ChIJP7vWv1qvypURVBIPOoeLJ3s,Gym
Block Parque,4.8,43,Bv. Sta. Fe 2680,Rafaela,Santa Fe Province,AR,,+54 3492 65-0993,Gym,https://www.google.com/maps/search/?api=1&query=Block%20Parque&query_place_id=ChIJqy3AQe2vypURasdxmkoOOMM,Gym
CENTRO DE EDUCACION FISICA N53 RAFAELA,4.2,163,"SF, Bv. Sta. Fe 2680",Rafaela,Santa Fe Province,AR,,+54 3492 42-3612,Fitness center,https://www.google.com/maps/search/?api=1&query=CENTRO%20DE%20EDUCACION%20FISICA%20N53%20RAFAELA&query_place_id=ChIJj59I_wCvypURadQRIGaxGtY,Fitness center
MK ESCUELA de boxeo,5,1,Francia 262,Rafaela,Santa Fe Province,AR,https://www.instagram.com/mk_escuela.de.box?igsh=enVianFmenVmOXZ3,+54 9 3492 25-3159,Boxing gym,https://www.google.com/maps/search/?api=1&query=MK%20ESCUELA%20de%20boxeo&query_place_id=ChIJka_983OvypUR3rX0fFxqtG8,Boxing gym
CHEROKEE GIMNASIO,5,44,Las Colonias 653,Rafaela,Santa Fe Province,AR,https://www.instagram.com/cherokee.entrenamiento/,+54 3492 25-1212,Gym,https://www.google.com/maps/search/?api=1&query=CHEROKEE%20GIMNASIO&query_place_id=ChIJz49jbJuvypURjP9l5ha8lqw,Gym
Bio - T Training Center,,,,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Bio%20-%20T%20Training%20Center&query_place_id=ChIJ1-xBa1WuypURNXtzkpWJ9zg,Gym
Namasté Yoga,5,,Reconquista 698,Rafaela,Santa Fe Province,AR,https://www.facebook.com/Namast%C3%A9-Yoga-100737818133331/,+54 3492 62-3804,Yoga studio,https://www.google.com/maps/search/?api=1&query=Namast%C3%A9%20Yoga&query_place_id=ChIJncHSSNyvypUR5ZZZ5H5tIHs,Yoga studio
Gimnasio,,,Av. Brasil,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio&query_place_id=ChIJcyJYTACvypURDiq6eyP9h2Q,Gym
Espartanos Fitness,4.6,,A. Díaz 162,Rafaela,Santa Fe Province,AR,,+54 3492 20-8514,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Espartanos%20Fitness&query_place_id=ChIJZ67VuFWuypURsjQcVJa-FW4,Gymnastics center
GymRitmo,4.7,9,Santiago Shine 636,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=GymRitmo&query_place_id=ChIJ96K8KACvypUR2lrGoMkNug8,Gym
KinAcqua,4.6,22,"S2300MMD, Jorge Newbery 477",Rafaela,Santa Fe Province,AR,,+54 3492 68-4471,Rehabilitation center,https://www.google.com/maps/search/?api=1&query=KinAcqua&query_place_id=ChIJyT2UB1auypURRJ2Np4R56Po,Rehabilitation center
Jockey Club Rafaela Golf,4.5,157,Bv. Sta. Fe 3000,Rafaela,Santa Fe Province,AR,https://jockeyclubrafaela.com.ar/,+54 3492 42-2255,Golf club,https://www.google.com/maps/search/?api=1&query=Jockey%20Club%20Rafaela%20Golf&query_place_id=ChIJqapA3QOvypURI1Lv5bd2qQU,Golf club
Gimnasio Equilibrio,4.8,61,,Rafaela,Santa Fe Province,AR,,+54 3492 24-9129,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Equilibrio&query_place_id=ChIJE1ws1NexypURft9oWbHnxcY,Gym
Soma,5,4,Hipólito Vieytes 1013,Rafaela,Santa Fe Province,AR,https://www.instagram.com/soma.pilates_,,Pilates studio,https://www.google.com/maps/search/?api=1&query=Soma&query_place_id=ChIJ4QJ0VjSvypUR_nvGi6tgGgk,Pilates studio
PUNTO FITNESS,,,J. y R. Armando 1696,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=PUNTO%20FITNESS&query_place_id=ChIJLzPGTACxypURpT76RquhNWE,Gym
LA CUMBRE,5,2,Gral. J. P. Lopez 2080,Rafaela,Santa Fe Province,AR,,+54 3492 30-8922,Gym,https://www.google.com/maps/search/?api=1&query=LA%20CUMBRE&query_place_id=ChIJj4Zq1tSxypURzRR8ftXCzFA,Gym
El Bosque Padel Club,4.8,154,Bolivia 730,Rafaela,Santa Fe Province,AR,https://elbosquepadel.com.ar/,,Sports club,https://www.google.com/maps/search/?api=1&query=El%20Bosque%20Padel%20Club&query_place_id=ChIJzWT6NoCvypURTx_kYFRMyUE,Sports club
Run Gimnasio,4.7,149,L. Marchini 426,Rafaela,Santa Fe Province,AR,https://www.instagram.com/run_gimnasio,+54 3492 57-5227,Gym,https://www.google.com/maps/search/?api=1&query=Run%20Gimnasio&query_place_id=ChIJPxH2NcivypUR7YYuO_FYPyg,Gym
Punto Sano,4.3,35,,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Punto%20Sano&query_place_id=ChIJFXbsMjOuypUR4aLX20xpnBE,Gym
Club Sportivo Ben-Hur,4.3,245,Pasteur,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Sportivo%20Ben-Hur&query_place_id=ChIJObdKGTOuypURcwFt8r0z9eM,Gym
Gimnasio Forza,5,47,C. Francisco Peretti 795,Rafaela,Santa Fe Province,AR,https://www.instagram.com/gimnasio.forza/,+54 3492 41-0332,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Forza&query_place_id=ChIJBVVrUXivypURH8A1KXhPfL0,Gymnastics center
Centro Vieytes - Fútbol 5 - Entrenamiento.,4.9,15,Hipólito Vieytes 1013,Rafaela,Santa Fe Province,AR,https://www.facebook.com/CentroVieytes/,+54 3492 61-6724,Futsal court,https://www.google.com/maps/search/?api=1&query=Centro%20Vieytes%20-%20F%C3%BAtbol%205%20-%20Entrenamiento.&query_place_id=ChIJAViiuNSvypUR8OPPPz_MVQc,Futsal court
Abran Cancha,3.7,15,Juan José Paso 2527,Rafaela,Santa Fe Province,AR,,+54 3492 21-6243,Gym,https://www.google.com/maps/search/?api=1&query=Abran%20Cancha&query_place_id=ChIJ84_CLdSxypURB1ObELbZd8U,Gym
IRON,4.9,12,Falucho 21,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=IRON&query_place_id=ChIJpx9ibGqvypURJt1_tD8wCTY,Gym
Coliseo Del Sur,3,3,Pasteur 355,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Coliseo%20Del%20Sur&query_place_id=ChIJ2f0y-zKuypURBz38Z0T-ebA,Gym
Fortizone,,,Dr. Luis Leloir 897,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Fortizone&query_place_id=ChIJ8amTzXivypUR30BnzpeTs-E,Gym
AUTEM,,,Sacripanti 1782,Rafaela,Santa Fe Province,AR,https://www.instagram.com/autem.entrenamiento/,,Gym,https://www.google.com/maps/search/?api=1&query=AUTEM&query_place_id=ChIJgyo_KgCvypURfiDPVttQ0Nw,Gym
Alai Rafaela: Centro de Transformación,5,1,Manuel Menchaca 106,Rafaela,Santa Fe Province,AR,https://www.alairafaela.com.ar/,+54 3492 25-2722,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Alai%20Rafaela%3A%20Centro%20de%20Transformaci%C3%B3n&query_place_id=ChIJsaDvMQmvypUR2KlPPw7f74U,Gymnastics center
Natatorio amancay,4.7,171,Domingo Matheu 1347,Rafaela,Santa Fe Province,AR,https://www.instagram.com/natatorio.amancay/,+54 3492 30-2423,Swimming school,https://www.google.com/maps/search/?api=1&query=Natatorio%20amancay&query_place_id=ChIJD2hTpSuuypURklssw9FafYw,Swimming school
Gimnasio Oasis,5,26,M. Quiroz 295-201,Rafaela,Santa Fe Province,AR,,+54 3492 65-9303,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Oasis&query_place_id=ChIJ77m9BtSvypURCXXyDajDKyY,Gym
Zona Fitness,,,Av. Suipacha 661,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Zona%20Fitness&query_place_id=ChIJLTKoTTCuypURmxbJd7Wk6So,Gym
Club Policial J. M. Aragón,3.9,39,Av. Eusebio Marsilla,Rafaela,Santa Fe Province,AR,,+54 3492 42-8265,Club,https://www.google.com/maps/search/?api=1&query=Club%20Policial%20J.%20M.%20Arag%C3%B3n&query_place_id=ChIJhdm3byiuypURIL5NuPBl8cU,Club
Shawey,,,Antonio Podio 294,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Shawey&query_place_id=ChIJixO2PgCvypUR5dzxTTh1JxE,Gym
AA'IN,4.8,5,Juan Bautista Alberdi 1295,Rafaela,Santa Fe Province,AR,https://www.facebook.com/Pilates.raf/,+54 3492 31-4934,Gym,https://www.google.com/maps/search/?api=1&query=AA'IN&query_place_id=ChIJ06EIk-KvypURgTeBQDuDvi8,Gym
Lemax Centro De Pilates,,,J. Gálvez 136,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Lemax%20Centro%20De%20Pilates&query_place_id=ChIJy6d2KyKuypURwZhN_Zmq85k,Gym
GIMNASIO ODIN,4.8,28,"FEM, Bolívar 665",Rafaela,Santa Fe Province,AR,http://www.facebook.com/ODINGYMRAFAELA,+54 3492 61-3610,Gym,https://www.google.com/maps/search/?api=1&query=GIMNASIO%20ODIN&query_place_id=ChIJBdmq4GWvypUR7kQeC_VjccI,Gym
IMA,5,2,Carlos Pellegrini 1335,Rafaela,Santa Fe Province,AR,,+54 9 3492 69-2168,Gym,https://www.google.com/maps/search/?api=1&query=IMA&query_place_id=ChIJqYs4DQCvypURz0onBFejYBk,Gym
Apart Hotel Garay,3.8,738,,Rafaela,Santa Fe Province,AR,http://www.apparthotelgaray.com.ar/,+54 3492 43-7737,Hotel,https://www.google.com/maps/search/?api=1&query=Apart%20Hotel%20Garay&query_place_id=ChIJF-WreC-uypURkgM7i4RqtUo,Hotel
Libertad [Sucursal: SANTA FE – Hipermercado Rafaela] | Libertad S.A.,4.1,4248,C. Conscripto Elias Zurbriggen 865,Rafaela,Santa Fe Province,AR,http://www.hiperlibertad.com.ar/,+54 3492 45-8400,Hypermarket,https://www.google.com/maps/search/?api=1&query=Libertad%20%5BSucursal%3A%20SANTA%20FE%20%E2%80%93%20Hipermercado%20Rafaela%5D%20%7C%20Libertad%20S.A.&query_place_id=ChIJm5OYviWuypURDt0S6Z_mIG8,Hypermarket
Barrio Luis Fasoli,4.6,5,Perú,Rafaela,Santa Fe Province,AR,,,Fitness center,https://www.google.com/maps/search/?api=1&query=Barrio%20Luis%20Fasoli&query_place_id=ChIJZ966-72vypUR74UihvrHuwM,Fitness center
ReforMat Pilates,5,6,J. Gálvez 1522,Rafaela,Santa Fe Province,AR,https://instagram.com/reformatpilates_?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,+54 3492 62-3640,Pilates studio,https://www.google.com/maps/search/?api=1&query=ReforMat%20Pilates&query_place_id=ChIJ1XWkaWWvypURSJEErRDc2lM,Pilates studio
Yoga Iyengar y Pilates,5,7,Viamonte,Rafaela,Santa Fe Province,AR,,+54 3492 63-0480,Yoga studio,https://www.google.com/maps/search/?api=1&query=Yoga%20Iyengar%20y%20Pilates&query_place_id=ChIJodjguNOvypURLCea9kWnvKM,Yoga studio
Shanti Om,5,10,Blvd. Hipólito Yrigoyen 1827,Rafaela,Santa Fe Province,AR,,,Yoga studio,https://www.google.com/maps/search/?api=1&query=Shanti%20Om&query_place_id=ChIJh26aVsmvypUR32QCwP0D2_0,Yoga studio
TERRITORIO ENDO,,,L. Marchini 60,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=TERRITORIO%20ENDO&query_place_id=ChIJzw1pS5evypURSMKXZqwPbL4,Gym
Gimnasio BUNKER,,,Av. Luis Fanti 505,Rafaela,Santa Fe Province,AR,,+54 9 3492 32-4411,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Gimnasio%20BUNKER&query_place_id=ChIJCS1sbAOvypURSWVMcvwNuls,Gymnastics center
Blas Olivero,,,"blas, B. Olivero 609",Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Blas%20Olivero&query_place_id=ChIJg5KBJgCvypURxJhSKjVniU4,Gym
Gimnasio Ciem,4.8,26,Rivadavia 301,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Ciem&query_place_id=ChIJG2K07TmuypUR1TqqXj_K0qk,Gym
SARA - Centro de Actividades Físicas,4.7,52,Guayaquil 177,Rafaela,Santa Fe Province,AR,,+54 3492 42-7312,Fitness center,https://www.google.com/maps/search/?api=1&query=SARA%20-%20Centro%20de%20Actividades%20F%C3%ADsicas&query_place_id=ChIJa5u2-zquypURG-eayk1WabY,Fitness center
Independiente De Rafaela,4.4,337,"S2300HBT Rafaela Santa Fe AR, Chacabuco 501",HBT,Santa Fe Province,AR,http://www.facebook.com/cai.rafaela,+54 3492 29-0230,Basketball club,https://www.google.com/maps/search/?api=1&query=Independiente%20De%20Rafaela&query_place_id=ChIJj0mYazquypURXbECVQw6n3c,Basketball club
Hatha Yoga,5,3,Vélez Sarsfield 639,Rafaela,Santa Fe Province,AR,,+54 9 3492 52-9234,Yoga studio,https://www.google.com/maps/search/?api=1&query=Hatha%20Yoga&query_place_id=ChIJT4Lwz7KvypURyS3fTYm5xUU,Yoga studio
Dharma,5,7,Ayacucho 450,Rafaela,Santa Fe Province,AR,,+54 3492 62-6841,Yoga studio,https://www.google.com/maps/search/?api=1&query=Dharma&query_place_id=ChIJ6Zz5SrWvypURNfIBWXT47Oc,Yoga studio
Trisquel fitness,,,L. Marchini 696,Rafaela,Santa Fe Province,AR,,,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Trisquel%20fitness&query_place_id=ChIJH5mSyYOvypURBWtDqvAcj-c,Gymnastics center
Parque Calistenia,,,Av. Ernesto Salva 916,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Parque%20Calistenia&query_place_id=ChIJwZHTGQCvypURvOje_57DjCA,Gym
KEEP,4.8,32,Falucho 80,Rafaela,Santa Fe Province,AR,http://fb.me/keeprafaela,+54 3492 24-5122,Gym,https://www.google.com/maps/search/?api=1&query=KEEP&query_place_id=ChIJOz8xr3mvypURnnukdfuvS2A,Gym
The complex Redó,4.4,268,L. Marchini 750,Rafaela,Santa Fe Province,AR,,+54 3492 66-4707,Sports complex,https://www.google.com/maps/search/?api=1&query=The%20complex%20Red%C3%B3&query_place_id=ChIJLwZGxbmvypURPAwUKpKCfQY,Sports complex
So Ham Terapias Complementarias,,,Ayacucho 454,Rafaela,Santa Fe Province,AR,https://www.gurugo.com.ar/fichas/so-ham-terapias-complementarias_16982990,+54 3492 60-9092,Meditation center,https://www.google.com/maps/search/?api=1&query=So%20Ham%20Terapias%20Complementarias&query_place_id=ChIJW6H9rwuvypURaZMimmbmb-Y,Meditation center
Akasha yoga,4.9,12,Francisco Sáenz Díaz 129,Rafaela,Santa Fe Province,AR,https://instagram.com/akasha.yoga?igshid=MzRlODBiNWFlZA==,+54 3492 31-8494,Yoga studio,https://www.google.com/maps/search/?api=1&query=Akasha%20yoga&query_place_id=ChIJRak-UxuvypUR8ZiwQQo2ANs,Yoga studio
Ananda Estudio de Yoga,,,9 de Julio 668,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Ananda%20Estudio%20de%20Yoga&query_place_id=ChIJfSuYNgCvypURCE-CWMfbep8,Gym
JESU SUAREZ,5,1,Colón 152,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=JESU%20SUAREZ&query_place_id=ChIJ0ecnDgCvypURs3Jaj-qqSkY,Gym
cyc Complejo Yoga Club,,,Av. Ernesto Salva 140,Rafaela,Santa Fe Province,AR,,+54 3492 66-2019,Wellness center,https://www.google.com/maps/search/?api=1&query=cyc%20Complejo%20Yoga%20Club&query_place_id=ChIJr2TPZtKvypUR0cYw15ptBC8,Wellness center
Umbral Espacio Holístico | Rafaela,5,5,Almte. Brown 118,Rafaela,Santa Fe Province,AR,https://www.instagram.com/umbral.rafaela/,+54 3492 65-7986,Yoga studio,https://www.google.com/maps/search/?api=1&query=Umbral%20Espacio%20Hol%C3%ADstico%20%7C%20Rafaela&query_place_id=ChIJTb-QnzWvypURdCaoiRZBuog,Yoga studio
Territorio Crossfit,4.7,,"S2300BRW, Alfonsina Storni 1020",Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Territorio%20Crossfit&query_place_id=ChIJt9CCtEquypUR6ZUukp8wNCc,Gym
Dogobox Barragan,5,4,,Rafaela,Santa Fe Province,AR,,+54 3492 27-1129,Gym,https://www.google.com/maps/search/?api=1&query=Dogobox%20Barragan&query_place_id=ChIJJeGXj52vypURW8x7b6YuWdw,Gym
LUGAR DEL HECHO,,,,,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=LUGAR%20DEL%20HECHO&query_place_id=ChIJ80-F13OvypURuG3MKXt4Fdw,Gym
Milenium centro de entrenamiento,5,2,Kreder 3115,Esperanza,Santa Fe Province,AR,https://www.instagram.com/milenium_gym/profilecard/?igsh=YnJjdjJqdjZsOWMx,+54 3496 57-7179,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Milenium%20centro%20de%20entrenamiento&query_place_id=ChIJzxB2alETtZURYDcPmzvbt9k,Gymnastics center
Power Fit,5,2,"S3080FBK, Gdor. Crespo 2101-2199",Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Power%20Fit&query_place_id=ChIJoR_2vQETtZURHUX3EYaQ76Q,Gym
Gimnasio del Colegio San José,4.5,2,Janssen 2115,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20del%20Colegio%20San%20Jos%C3%A9&query_place_id=ChIJz3d0WxITtZURVJnrW3lxd9c,Gym
Crosstraining,4.8,36,Gabarret 1874,Esperanza,Santa Fe Province,AR,,+54 9 3496 52-5244,Gym,https://www.google.com/maps/search/?api=1&query=Crosstraining&query_place_id=ChIJ63kMWTwTtZUR8aTlcBp8sCg,Gym
AZ Centro de Entrenamiento Fitness,4.9,29,Sarmiento 2479,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=AZ%20Centro%20de%20Entrenamiento%20Fitness&query_place_id=ChIJz0J2ZuATtZUR-w-DkmadGrE,Gym
Gimnasio Cemad,4.8,30,,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Cemad&query_place_id=ChIJCWGrFpUTtZUR_VuI2CKkbjg,Gym
TRAINING CENTER by hulk,4.5,2,3 de Febrero 1741,Esperanza,Santa Fe Province,AR,,+54 3496 65-5920,Gym,https://www.google.com/maps/search/?api=1&query=TRAINING%20CENTER%20by%20hulk&query_place_id=ChIJD1Gk66cTtZUREiVuire0hkE,Gym
FisioPilates Esperanza,4.8,29,Rivadavia 2740,Esperanza,Santa Fe Province,AR,,+54 3482 64-6220,Gym,https://www.google.com/maps/search/?api=1&query=FisioPilates%20Esperanza&query_place_id=ChIJn_wrVhYTtZURQTkgsygZn6U,Gym
VOLANDO FITNESS,,,,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=VOLANDO%20FITNESS&query_place_id=ChIJRwzOfz8TtZURGLPglwoJ2Ac,Gym
MAGNUS SPORT CENTER,4.9,14,Sta. Fe 83,Esperanza,Santa Fe Province,AR,,+54 342 508-2957,Gymnastics center,https://www.google.com/maps/search/?api=1&query=MAGNUS%20SPORT%20CENTER&query_place_id=ChIJ5cP3ziETtZUR9iV9CD2ioPU,Gymnastics center
Gimnasio SURGYM,4.6,25,27 de Febrero 1724,Esperanza,Santa Fe Province,AR,,+54 9 3496 54-2333,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20SURGYM&query_place_id=ChIJUdv339gStZURBGIfQElRFfk,Gym
Sinergia Pilates,5,57,9 de Julio 1150,Esperanza,Santa Fe Province,AR,,+54 3496 44-7961,Pilates studio,https://www.google.com/maps/search/?api=1&query=Sinergia%20Pilates&query_place_id=ChIJ9WUrapwTtZURAD0s9LizMDk,Pilates studio
Yoga ELYT AnalíaKlug,,,"HWI Esperanza Santa Fe AR, Pringles 2351",Esperanza,Santa Fe Province,AR,,+54 3496 65-7167,Yoga studio,https://www.google.com/maps/search/?api=1&query=Yoga%20ELYT%20Anal%C3%ADaKlug&query_place_id=ChIJAz1V4tETtZURpNTT_HyHzcs,Yoga studio
Kinesio Prana,5,2,Rivadavia 1440,Esperanza,Santa Fe Province,AR,,+54 3496 54-3657,Kinesiologist,https://www.google.com/maps/search/?api=1&query=Kinesio%20Prana&query_place_id=ChIJ3Q0tJQQTtZUR_4WG2H1C1Co,Kinesiologist
POWERFIT CROSS & FITNESS,,,Aarón Castellanos 1523,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=POWERFIT%20CROSS%20%26%20FITNESS&query_place_id=ChIJpYaBYT0TtZUR1M25WdqqLkg,Gym
La Legion,4.3,4,"-2900 S3080ATZ, Aarón Castellanos 2802",Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=La%20Legion&query_place_id=ChIJXUnhfDcTtZURNzBOnOrPDdQ,Gym
Gym,,,Berutti 1166,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gym&query_place_id=ChIJQzqjSPgTtZURuzixJ-VrmNs,Gym
Club Atlético Unión de Esperanza,4.1,704,Janssen 1575,Esperanza,Santa Fe Province,AR,,+54 3496 42-9337,Club,https://www.google.com/maps/search/?api=1&query=Club%20Atl%C3%A9tico%20Uni%C3%B3n%20de%20Esperanza&query_place_id=ChIJBVIX5joTtZURNBeK8k4QrBM,Club
Gimnasio Brequez,5,1,Estanislao Zeballos 1143,Esperanza,Santa Fe Province,AR,,+54 3496 50-5264,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Brequez&query_place_id=ChIJG8eBUhMTtZURi7Ixt8mNvNM,Gym
Predio Ferial,4.6,45,"S3080AZU, Amado Aufranc 809",Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Predio%20Ferial&query_place_id=ChIJmbn4kBETtZURwckhCO58jqc,Gym
Blue Centro de Entrenamiento,4.9,32,Paraguay 1395,Esperanza,Santa Fe Province,AR,,+54 9 3496 41-7439,Fitness center,https://www.google.com/maps/search/?api=1&query=Blue%20Centro%20de%20Entrenamiento&query_place_id=ChIJK2P2JgATtZUR3jA3Vc2hW7k,Fitness center
Club Atlético Adelante,4.4,1871,Olessio 2747,Reconquista,Santa Fe Province,AR,https://m.facebook.com/Tesigoatodaspartes/?ref=bookmarks,+54 3482 42-9053,Sports complex,https://www.google.com/maps/search/?api=1&query=Club%20Atl%C3%A9tico%20Adelante&query_place_id=ChIJN5cjqqm6TpQRJMUDPjUJvD0,Sports complex
PILATES ANUVA,,,Aarón Castellanos 1864,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=PILATES%20ANUVA&query_place_id=ChIJDVgbTjwTtZURCodJGv_1kUI,Gym
Be Fit Indumentaria,4.8,4,Aarón Castellanos 2264,Esperanza,Santa Fe Province,AR,,+54 3496 41-3906,Sportswear store,https://www.google.com/maps/search/?api=1&query=Be%20Fit%20Indumentaria&query_place_id=ChIJL_2JKUsTtZUR9OIwE35kBos,Sportswear store
"Arte en Movimiento, Escuela de Danzas de Natalia Yori",5,7,"General Paz y Avenida Córdoba, planta alta",Esperanza,Santa Fe Province,AR,,+54 3496 51-3557,Dance school,https://www.google.com/maps/search/?api=1&query=Arte%20en%20Movimiento%2C%20Escuela%20de%20Danzas%20de%20Natalia%20Yori&query_place_id=ChIJ_4rKBFITtZURJvNBwE0VV3U,Dance school
Academia Luluat,4.7,31,Pueyrredón 1592,Esperanza,Santa Fe Province,AR,https://www.instagram.com/academia.luluat/,+54 342 406-1169,Gym,https://www.google.com/maps/search/?api=1&query=Academia%20Luluat&query_place_id=ChIJAcJ0Kz0TtZURCA7BtcQfdBg,Gym
Red SPORT,4.1,214,Aarón Castellanos 1497,Esperanza,Santa Fe Province,AR,https://www.redsportonline.com.ar/?utm_source=googlesearch&utm_medium=organic,+54 342 423-3235,Sporting goods store,https://www.google.com/maps/search/?api=1&query=Red%20SPORT&query_place_id=ChIJ90TS2BcTtZUREpnFZlTfQTM,Sporting goods store
Centro de Yoga Esperanza,,,Sarmiento 2369,Esperanza,Santa Fe Province,AR,,,Yoga studio,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Yoga%20Esperanza&query_place_id=ChIJrxsH04sTtZURc9AEC9ejL1U,Yoga studio
Orkus Pilates,4.5,,Pueyrredón 1465,Esperanza,Santa Fe Province,AR,,+54 342 614-8758,Pilates studio,https://www.google.com/maps/search/?api=1&query=Orkus%20Pilates&query_place_id=ChIJgbockfwTtZURblZqw8bCl6Y,Pilates studio
